candidate_id,rank,elite,plain,best_grade,pids,markers,title,company,yoe,city,country,reloc,resp,days_active,notice,open_to_work,stuffer,n_jobs,short_ended,avg_tenure,consult_only,ghost
CAND_0013153,,0,0,3,P26:3|P25:3,,Computer Vision Engineer,Vedantu,3.3,"Kolkata, West Bengal",India,True,0.5,112,120,True,0,2,0,19.0,0,0
CAND_0013314,,0,0,3,P23:2|P25:3,,Computer Vision Engineer,Wipro,3.6,"Bangalore, Karnataka",India,True,0.32,50,120,True,0,2,1,21.5,0,0
CAND_0013358,,0,0,3,P25:3|P24:3,,Junior ML Engineer,Wipro,3.0,"Hyderabad, Telangana",India,False,0.67,17,90,True,0,2,1,17.5,0,0
CAND_0013393,,0,0,3,P22:3|P25:3|P23:2|P23:2,,ML Engineer,Freshworks,5.3,"Bangalore, Karnataka",India,False,0.33,82,60,True,0,4,3,15.5,0,0
CAND_0013456,,0,0,3,P24:3|P26:3|P23:2,,Data Scientist,Aganitha,4.7,"Coimbatore, Tamil Nadu",India,False,0.49,44,60,True,0,3,1,18.3,0,0
CAND_0013536,,0,0,4,P28:4|P28:4,CD,Applied ML Engineer,Haptik,14.1,"Trivandrum, Kerala",India,False,0.87,43,90,True,0,2,0,28.0,0,0
CAND_0013613,,0,0,4,P29:4|P28:4|P31:4,,Machine Learning Engineer,Adobe,4.7,Singapore,Singapore,False,0.73,79,60,True,0,3,1,18.3,0,0
CAND_0013665,,0,0,3,P21:3|P22:3,,Senior Software Engineer (ML),InMobi,5.2,"Trivandrum, Kerala",India,False,0.73,24,30,False,0,2,0,30.5,0,0
CAND_0013988,,0,0,3,P22:3|P26:3|P21:3,,Junior ML Engineer,Ola,5.4,"Vizag, Andhra Pradesh",India,False,0.29,47,90,True,0,3,1,21.3,0,0
CAND_0014063,,0,0,3,P25:3|P22:3,,AI Specialist,Sarvam AI,5.4,"Vizag, Andhra Pradesh",India,False,0.69,69,45,True,0,2,1,32.0,0,0
CAND_0014188,,0,0,3,P24:3|P24:3,,Junior ML Engineer,Mad Street Den,3.4,"Bhubaneswar, Odisha",India,True,0.46,63,90,True,0,2,1,20.0,0,0
CAND_0014234,,0,0,3,P21:3|P23:2,,Junior ML Engineer,Tech Mahindra,5.4,"Indore, Madhya Pradesh",India,True,0.49,92,30,True,0,2,0,32.0,0,0
CAND_0014296,,0,0,3,P24:3|P25:3,,ML Engineer,Rephrase.ai,3.0,"Jaipur, Rajasthan",India,False,0.77,69,120,False,0,2,0,18.0,0,0
CAND_0014440,75,0,0,4,P27:4|P27:4|P32:3,,Recommendation Systems Engineer,CRED,6.4,"Chennai, Tamil Nadu",India,False,0.64,31,60,True,0,3,1,25.3,0,0
CAND_0014683,,0,0,3,P23:2|P22:3,,Senior Software Engineer (ML),Rephrase.ai,5.6,"Jaipur, Rajasthan",India,True,0.7,57,120,True,0,2,0,33.0,0,0
CAND_0014715,,0,0,3,P26:3|P22:3,,AI Specialist,Saarthi.ai,4.2,"Indore, Madhya Pradesh",India,True,0.27,22,45,True,0,2,0,25.0,0,0
CAND_0014743,,0,0,3,P21:3|P24:3,,AI Research Engineer,Verloop.io,3.6,"Coimbatore, Tamil Nadu",India,True,0.66,75,90,True,0,2,1,21.0,0,0
CAND_0014858,,0,0,3,P22:3|P26:3,,AI Research Engineer,Aganitha,4.9,"Chennai, Tamil Nadu",India,False,0.3,25,90,True,0,2,0,29.0,0,0
CAND_0014909,,0,0,3,P22:3|P25:3,,Computer Vision Engineer,Niramai,4.8,"Pune, Maharashtra",India,False,0.76,15,120,True,0,2,1,28.5,0,0
CAND_0015057,,0,0,3,P23:2|P24:3,,ML Engineer,Meesho,4.6,"Pune, Maharashtra",India,False,0.85,17,90,True,0,2,1,27.0,0,0
CAND_0015065,,0,0,3,P22:3|P21:3,,AI Research Engineer,Flipkart,3.9,"Delhi, Delhi",India,True,0.84,29,90,True,0,2,1,23.0,0,0
CAND_0015078,,0,0,3,P24:3|P21:3,,Junior ML Engineer,Zomato,5.6,"Gurgaon, Haryana",India,False,0.54,100,60,False,0,2,0,33.0,0,0
CAND_0015097,,0,0,3,P25:3|P24:3,,Senior Software Engineer (ML),Zoho,6.0,"Coimbatore, Tamil Nadu",India,False,0.69,36,30,True,0,2,0,35.5,0,0
CAND_0015132,,0,0,3,P25:3|P24:3,,AI Specialist,PhonePe,5.1,"Gurgaon, Haryana",India,False,0.42,107,120,True,0,2,0,30.0,0,0
CAND_0015478,,0,0,3,P23:2|P22:3,,ML Engineer,Tech Mahindra,3.6,"Kolkata, West Bengal",India,False,0.66,56,60,True,0,2,1,21.5,0,0
CAND_0015493,,0,0,3,P23:2|P22:3|P21:3,,Data Scientist,CRED,6.4,"Vizag, Andhra Pradesh",India,False,0.3,47,30,True,0,3,1,25.0,0,0
CAND_0015528,42,0,0,4,P31:4|P32:3|P31:4,,Applied ML Engineer,Krutrim,7.4,"Coimbatore, Tamil Nadu",India,False,0.53,55,30,False,0,3,1,29.0,0,0
CAND_0015543,,0,0,3,P24:3|P26:3,,ML Engineer,upGrad,3.1,"Delhi, Delhi",India,False,0.58,18,60,True,0,2,0,18.5,0,0
CAND_0015578,,0,0,3,P30:3|P30:3,,AI Engineer,Zoho,5.4,"Delhi, Delhi",India,True,0.65,70,90,True,0,2,0,32.0,0,0
CAND_0015581,,0,0,3,P21:3|P21:3|P21:3,,Senior Software Engineer (ML),Niramai,6.0,"Coimbatore, Tamil Nadu",India,False,0.58,84,60,True,0,3,1,23.7,0,0
CAND_0015582,,0,0,3,P26:3|P22:3,,ML Engineer,Genpact AI,4.4,"Trivandrum, Kerala",India,True,0.82,17,120,True,0,2,1,26.0,0,0
CAND_0015643,,0,0,3,P25:3|P25:3|P26:3,,AI Research Engineer,Rephrase.ai,5.8,"Kochi, Kerala",India,True,0.37,91,60,False,0,3,0,23.0,0,0
CAND_0015760,,0,0,3,P21:3|P21:3,,AI Research Engineer,InMobi,4.4,"Delhi, Delhi",India,False,0.64,64,120,True,0,2,0,26.0,0,0
CAND_0015967,,0,0,3,P22:3|P25:3|P21:3,,Senior Software Engineer (ML),Razorpay,5.4,"Hyderabad, Telangana",India,True,0.45,28,30,True,0,3,2,21.3,0,0
CAND_0016163,76,0,0,4,P32:3|P29:4|P32:3,,Applied ML Engineer,Dream11,6.7,"Gurgaon, Haryana",India,False,0.72,60,120,True,0,3,1,26.3,0,0
CAND_0016170,,0,0,3,P22:3|P24:3|P26:3,,AI Research Engineer,Dream11,6.8,Sydney,Australia,False,0.52,78,90,True,0,3,1,27.0,0,0
CAND_0016267,,0,0,3,P22:3,,AI Specialist,Freshworks,3.6,"Coimbatore, Tamil Nadu",India,False,0.67,24,120,True,0,1,0,43.0,0,0
CAND_0016268,,0,0,3,P25:3|P24:3,,Computer Vision Engineer,Yellow.ai,3.6,"Kochi, Kerala",India,True,0.74,80,30,False,0,2,1,21.5,0,0
CAND_0016432,,0,0,3,P26:3|P26:3,,AI Research Engineer,Meesho,4.6,"Gurgaon, Haryana",India,False,0.6,96,30,False,0,2,0,27.0,0,0
CAND_0016657,,0,0,3,P25:3|P21:3,,AI Research Engineer,PhonePe,5.3,"Delhi, Delhi",India,True,0.52,29,60,False,0,2,0,31.0,0,0
CAND_0016659,,0,0,3,P26:3|P22:3,,ML Engineer,Glance,4.4,"Coimbatore, Tamil Nadu",India,False,0.89,19,45,True,0,2,1,26.0,0,0
CAND_0016678,,0,0,3,P26:3|P22:3|P23:2|P21:3,,Junior ML Engineer,Genpact AI,6.8,"Bhubaneswar, Odisha",India,False,0.57,22,90,False,0,4,1,20.0,0,0
CAND_0016801,,0,0,3,P24:3|P24:3,,ML Engineer,Infosys,5.3,"Kochi, Kerala",India,False,0.44,69,90,False,0,2,0,31.5,1,0
CAND_0017090,,0,0,3,P21:3|P23:2,,Senior Software Engineer (ML),Paytm,5.5,"Kochi, Kerala",India,False,0.71,35,60,True,0,2,0,32.5,0,0
CAND_0017093,,0,0,3,P24:3|P23:2,,ML Engineer,Zoho,5.9,"Hyderabad, Telangana",India,True,0.58,21,30,True,0,2,0,35.0,0,0
CAND_0017147,,0,0,3,P25:3|P21:3,,AI Specialist,Glance,4.7,"Coimbatore, Tamil Nadu",India,False,0.48,99,120,True,0,2,0,28.0,0,0
CAND_0017178,,0,0,3,P22:3|P23:2,,ML Engineer,Swiggy,4.2,"Hyderabad, Telangana",India,False,0.85,15,30,False,0,2,1,25.0,0,0
CAND_0017590,,0,0,3,P24:3|P26:3,,AI Research Engineer,Genpact AI,5.1,"Kolkata, West Bengal",India,True,0.56,69,45,True,0,2,1,30.0,0,0
CAND_0017648,,0,0,3,P22:3|P22:3|P26:3,,AI Specialist,Freshworks,4.0,"Mumbai, Maharashtra",India,False,0.62,77,120,True,0,3,2,15.7,0,0
CAND_0017722,,0,0,3,P25:3|P23:2,,Data Scientist,Saarthi.ai,5.7,"Noida, Uttar Pradesh",India,False,0.6,16,45,False,0,2,0,34.0,0,0
CAND_0017918,,0,0,3,P26:3,,ML Engineer,Aganitha,3.2,"Bangalore, Karnataka",India,False,0.67,30,60,True,0,1,0,38.0,0,0
CAND_0017960,59,0,0,4,P28:4|P28:4|P30:3,,Recommendation Systems Engineer,Nykaa,7.7,"Bangalore, Karnataka",India,True,0.72,44,60,True,0,3,1,30.3,0,0
CAND_0018013,,0,0,3,P22:3|P24:3,,AI Specialist,Sarvam AI,6.7,"Jaipur, Rajasthan",India,True,0.78,60,90,True,0,2,0,40.0,0,0
CAND_0018094,,0,0,3,P26:3|P24:3,,ML Engineer,Mad Street Den,5.2,"Bangalore, Karnataka",India,False,0.69,62,45,True,0,2,0,31.0,0,0
CAND_0018246,,0,0,3,P26:3|P23:2,,ML Engineer,Aganitha,4.7,"Bangalore, Karnataka",India,True,0.54,97,60,True,0,2,0,27.5,0,0
CAND_0018293,,0,0,3,P25:3|P25:3,,Data Scientist,PharmEasy,5.6,"Indore, Madhya Pradesh",India,True,0.87,72,60,True,0,2,0,33.0,0,0
CAND_0018454,,0,0,3,P23:2|P25:3,,Data Scientist,Locobuzz,4.6,"Chennai, Tamil Nadu",India,False,0.62,25,30,False,0,2,1,27.0,0,0
CAND_0018499,1,1,0,5,P34:5|P34:5|P33:5,,Senior Machine Learning Engineer,Zomato,7.2,"Noida, Uttar Pradesh",India,True,0.61,28,15,True,0,3,1,28.7,0,0
CAND_0018549,38,0,0,4,P27:4|P31:4,,Recommendation Systems Engineer,Uber,6.8,"Coimbatore, Tamil Nadu",India,True,0.73,43,60,True,0,2,0,40.5,0,0
CAND_0018604,,0,0,3,P26:3|P26:3,,Junior ML Engineer,Niramai,4.0,"Jaipur, Rajasthan",India,True,0.47,93,120,False,0,2,1,23.5,0,0
CAND_0018613,,0,0,3,P24:3|P21:3,,Senior Software Engineer (ML),Haptik,4.8,"Kochi, Kerala",India,True,0.39,53,120,True,0,2,1,28.5,0,0
CAND_0018653,,0,0,3,P22:3|P22:3,,ML Engineer,Vedantu,6.5,"Kochi, Kerala",India,False,0.72,58,90,False,0,2,0,39.0,0,0
CAND_0018701,,0,0,3,P21:3|P21:3,,Junior ML Engineer,Krutrim,6.0,"Delhi, Delhi",India,False,0.71,53,60,True,0,2,0,35.5,0,0
CAND_0018722,,0,0,4,P29:4|P27:4|P27:4,,Recommendation Systems Engineer,Saarthi.ai,6.6,Toronto,Canada,True,0.79,47,90,True,0,3,0,26.0,0,0
CAND_0018888,,0,0,3,P26:3|P21:3|P24:3,,AI Research Engineer,Razorpay,6.5,"Noida, Uttar Pradesh",India,True,0.55,14,30,False,0,3,1,25.3,0,0
CAND_0018925,,0,0,3,P26:3|P24:3|P22:3,,AI Research Engineer,Rephrase.ai,5.8,"Chandigarh, Chandigarh",India,False,0.45,73,90,True,0,3,2,22.7,0,0
CAND_0018961,,0,0,3,P21:3|P23:2,,AI Specialist,Wysa,5.0,"Bangalore, Karnataka",India,True,0.26,76,60,False,0,2,0,29.5,0,0
CAND_0019159,,0,0,3,P24:3|P23:2|P26:3,,ML Engineer,Genpact AI,6.1,Seattle,USA,True,0.75,29,45,False,0,3,0,24.0,0,0
CAND_0019200,,0,0,3,P25:3|P24:3,,AI Research Engineer,Wipro,7.0,"Chennai, Tamil Nadu",India,True,0.66,110,90,True,0,2,0,41.5,1,0
CAND_0019210,,0,0,3,P26:3|P21:3,,ML Engineer,Wipro,4.4,"Jaipur, Rajasthan",India,False,0.27,83,120,False,0,2,0,26.0,0,0
CAND_0019288,,0,0,3,P25:3|P21:3|P26:3,,AI Research Engineer,Paytm,5.7,"Noida, Uttar Pradesh",India,False,0.38,38,30,True,0,3,1,22.7,0,0
CAND_0019447,,0,0,3,P23:2|P25:3,,AI Research Engineer,TCS,3.2,"Mumbai, Maharashtra",India,False,0.76,85,45,True,0,2,1,18.5,0,0
CAND_0019480,,0,0,4,P28:4|P30:3|P28:4|P28:4,D,NLP Engineer,Meesho,2.8,"Chennai, Tamil Nadu",India,True,0.87,28,90,True,0,4,1,21.8,0,0
CAND_0019845,,0,0,3,P22:3|P23:2,,AI Specialist,Zomato,3.4,"Pune, Maharashtra",India,True,0.78,19,30,False,0,2,1,20.0,0,0
CAND_0019880,,0,0,3,P25:3|P26:3,,AI Specialist,Aganitha,5.7,"Pune, Maharashtra",India,False,0.68,61,30,True,0,2,1,33.5,0,0
CAND_0020049,,0,0,3,P24:3|P25:3,,Senior Software Engineer (ML),Flipkart,3.8,"Gurgaon, Haryana",India,False,0.78,58,120,False,0,2,1,22.0,0,0
CAND_0020344,,0,0,3,P21:3|P25:3,,Computer Vision Engineer,Verloop.io,4.4,"Coimbatore, Tamil Nadu",India,False,0.43,54,90,True,0,2,1,26.0,0,0
CAND_0020350,,0,0,3,P32:3|P32:3,,AI Engineer,Zoho,5.8,"Jaipur, Rajasthan",India,False,0.58,67,30,True,0,2,0,34.5,0,0
CAND_0020494,,0,0,3,P25:3|P24:3,,AI Research Engineer,Vedantu,5.9,"Noida, Uttar Pradesh",India,True,0.26,90,45,False,0,2,1,35.0,0,0
CAND_0020708,,0,0,4,P29:4,,Search Engineer,PolicyBazaar,4.2,"Indore, Madhya Pradesh",India,False,0.84,77,30,True,0,1,0,50.0,0,0
CAND_0020726,,0,0,3,P25:3|P24:3,,AI Specialist,HCL,3.8,Seattle,USA,False,0.54,72,45,False,0,2,0,22.5,0,0
CAND_0020820,,0,0,3,P21:3|P25:3|P23:2,,Computer Vision Engineer,Genpact AI,3.2,"Trivandrum, Kerala",India,False,0.84,47,30,False,0,3,2,12.7,0,0
CAND_0020845,,0,0,3,P26:3|P24:3|P21:3|P26:3,,AI Research Engineer,Swiggy,7.0,"Vizag, Andhra Pradesh",India,False,0.35,20,60,True,0,4,2,20.8,0,0
CAND_0020877,,0,0,4,P29:4|P30:3,,Applied ML Engineer,CRED,5.1,"Gurgaon, Haryana",India,True,0.66,68,60,False,0,2,0,30.0,0,0
CAND_0020991,,0,0,3,P21:3|P22:3,,Junior ML Engineer,PhonePe,4.9,"Vizag, Andhra Pradesh",India,True,0.88,15,120,True,0,2,0,29.0,0,0
CAND_0021410,,0,0,3,P22:3|P22:3,,Junior ML Engineer,Krutrim,4.0,"Hyderabad, Telangana",India,False,0.8,17,60,True,0,2,1,24.0,0,0
CAND_0021442,,0,0,3,P24:3|P21:3,,AI Specialist,InMobi,3.9,"Vizag, Andhra Pradesh",India,True,0.66,38,60,True,0,2,1,23.0,0,0
CAND_0021486,,0,0,3,P26:3|P26:3,,Computer Vision Engineer,Paytm,6.4,"Chennai, Tamil Nadu",India,False,0.77,95,45,False,0,2,0,38.0,0,0
CAND_0021490,,0,0,3,P21:3|P23:2,,Computer Vision Engineer,BYJU'S,4.3,"Noida, Uttar Pradesh",India,False,0.66,76,120,True,0,2,0,25.5,0,0
CAND_0021491,,0,0,3,P25:3|P26:3,,AI Research Engineer,Wysa,6.1,"Bhubaneswar, Odisha",India,False,0.61,52,90,True,0,2,0,36.0,0,0
CAND_0021706,,0,0,3,P22:3|P25:3,,AI Specialist,TCS,6.2,New York,USA,True,0.66,73,45,True,0,2,0,36.5,0,0
CAND_0021729,,0,0,3,P25:3|P25:3,,Junior ML Engineer,Mad Street Den,3.5,"Coimbatore, Tamil Nadu",India,True,0.31,82,90,True,0,2,0,20.5,0,0
CAND_0021827,,0,0,3,P22:3|P25:3,,AI Research Engineer,Unacademy,4.4,"Kochi, Kerala",India,True,0.36,88,90,True,0,2,0,26.0,0,0
CAND_0021973,,0,0,3,P23:2|P26:3|P26:3,,ML Engineer,Meesho,5.1,"Coimbatore, Tamil Nadu",India,False,0.42,38,120,True,0,3,1,20.0,0,0
CAND_0022023,,0,0,3,P24:3|P21:3|P26:3,,AI Research Engineer,Saarthi.ai,4.6,"Pune, Maharashtra",India,False,0.47,22,60,True,0,3,2,18.0,0,0
CAND_0022026,,0,0,3,P25:3,,Computer Vision Engineer,Rephrase.ai,3.1,"Vizag, Andhra Pradesh",India,False,0.29,37,90,True,0,1,0,37.0,0,0
CAND_0022127,,0,0,3,P21:3|P25:3,,Computer Vision Engineer,Rephrase.ai,5.5,"Kolkata, West Bengal",India,True,0.86,93,120,True,0,2,0,32.5,0,0
CAND_0022232,,0,0,3,P21:3|P23:2,,Senior Software Engineer (ML),Zomato,3.9,"Jaipur, Rajasthan",India,True,0.26,82,90,False,0,2,0,23.0,0,0
CAND_0022274,,0,0,3,P25:3|P21:3,,AI Research Engineer,Yellow.ai,4.5,"Bhubaneswar, Odisha",India,True,0.44,15,30,False,0,2,0,27.0,0,0
CAND_0022413,,0,0,3,P23:2|P25:3,,Data Scientist,HCL,5.8,"Mumbai, Maharashtra",India,False,0.34,51,60,False,0,2,0,34.0,0,0
CAND_0022415,,0,0,3,P26:3|P21:3,,AI Research Engineer,Observe.AI,3.2,"Coimbatore, Tamil Nadu",India,True,0.71,61,45,True,0,2,1,19.0,0,0
CAND_0022463,,0,0,3,P24:3|P23:2,,Junior ML Engineer,Zomato,6.5,Toronto,Canada,True,0.73,17,120,True,0,2,0,38.5,0,0
CAND_0022614,,0,0,3,P26:3|P23:2|P26:3,,Data Scientist,Verloop.io,6.0,"Gurgaon, Haryana",India,False,0.65,68,90,True,0,3,0,23.7,0,0
CAND_0022720,,0,0,3,P24:3|P24:3|P22:3,,AI Research Engineer,Sarvam AI,6.5,Sydney,Australia,False,0.52,21,120,False,0,3,0,25.7,0,0
CAND_0022812,,0,0,4,P28:4|P27:4|P32:3,,Applied ML Engineer,Dream11,4.5,"Coimbatore, Tamil Nadu",India,True,0.79,83,60,False,0,3,1,17.7,0,0
CAND_0022852,,0,0,3,P22:3|P26:3|P21:3,,AI Research Engineer,Zomato,5.4,"Bhubaneswar, Odisha",India,True,0.86,106,120,False,0,3,1,21.3,0,0
CAND_0022870,,0,0,3,P24:3|P23:2|P25:3,E,AI Specialist,HCL,6.7,"Ahmedabad, Gujarat",India,True,0.44,76,60,True,0,3,1,26.3,0,0
CAND_0022940,,0,0,3,P23:2|P24:3,,Senior Software Engineer (ML),Locobuzz,4.6,"Trivandrum, Kerala",India,False,0.5,92,90,True,0,2,1,27.5,0,0
CAND_0023076,,0,0,3,P25:3,,AI Research Engineer,Razorpay,3.7,"Trivandrum, Kerala",India,False,0.61,18,120,True,0,1,0,44.0,0,0
CAND_0023093,,0,0,3,P21:3|P21:3,,ML Engineer,PolicyBazaar,5.1,Seattle,USA,True,0.84,106,90,True,0,2,0,30.0,0,0
CAND_0023215,,0,0,3,P22:3|P25:3|P26:3,,Junior ML Engineer,Verloop.io,4.4,Austin,USA,False,0.43,19,60,True,0,3,2,17.3,0,0
CAND_0023458,,0,0,3,P25:3|P26:3,,AI Research Engineer,BYJU'S,5.0,"Chandigarh, Chandigarh",India,False,0.69,79,60,True,0,2,1,30.0,0,0
CAND_0023541,,0,0,3,P23:2|P26:3|P24:3,,AI Specialist,Sarvam AI,5.0,"Bhubaneswar, Odisha",India,False,0.46,67,60,True,0,3,1,19.7,0,0
CAND_0023559,,0,0,3,P22:3|P24:3,,Data Scientist,upGrad,4.7,"Kolkata, West Bengal",India,False,0.83,73,90,True,0,2,0,27.5,0,0
CAND_0023583,,0,0,3,P22:3,,ML Engineer,Yellow.ai,4.1,"Ahmedabad, Gujarat",India,False,0.47,99,60,True,0,1,0,49.0,0,0
CAND_0023587,,0,0,3,P22:3|P26:3,,ML Engineer,Swiggy,3.2,"Bhubaneswar, Odisha",India,False,0.9,19,120,True,0,2,1,19.0,0,0
CAND_0024147,,0,0,3,P22:3|P23:2,,ML Engineer,Ola,5.9,"Jaipur, Rajasthan",India,False,0.84,68,60,True,0,2,0,35.0,0,0
CAND_0024170,,0,0,3,P25:3|P25:3,,Junior ML Engineer,Verloop.io,3.3,"Gurgaon, Haryana",India,False,0.53,82,60,True,0,2,1,19.5,0,0
CAND_0024203,,0,0,3,P23:2|P22:3,,Junior ML Engineer,Razorpay,4.4,"Trivandrum, Kerala",India,True,0.27,100,45,True,0,2,1,26.0,0,0
CAND_0024466,,0,0,4,P27:4|P31:4,,Search Engineer,PharmEasy,5.2,Toronto,Canada,True,0.47,19,120,True,0,2,1,31.0,0,0
CAND_0024549,,0,0,3,P25:3|P24:3,,AI Specialist,Infosys,5.2,"Mumbai, Maharashtra",India,False,0.85,17,45,True,0,2,1,31.0,0,0
CAND_0024620,,0,0,4,P27:4|P32:3|P32:3,,AI Engineer,PharmEasy,5.9,New York,USA,True,0.41,59,45,True,0,3,0,23.3,0,0
CAND_0024630,,0,0,3,P25:3,,AI Research Engineer,Observe.AI,3.0,"Gurgaon, Haryana",India,False,0.43,74,90,True,0,1,0,36.0,0,0
CAND_0024878,,0,0,3,P21:3|P22:3,,AI Specialist,HCL,5.7,"Vizag, Andhra Pradesh",India,False,0.84,15,60,True,0,2,0,34.0,0,0
CAND_0024990,,0,0,3,P25:3|P26:3,,Junior ML Engineer,Zoho,5.2,"Trivandrum, Kerala",India,False,0.83,18,60,True,0,2,1,30.5,0,0
CAND_0025046,,0,0,3,P26:3|P21:3|P21:3|P21:3,,AI Specialist,Genpact AI,6.7,"Gurgaon, Haryana",India,False,0.42,81,90,False,0,4,1,19.8,0,0
CAND_0025109,,0,0,3,P26:3|P23:2|P23:2,,Data Scientist,Nykaa,4.5,"Jaipur, Rajasthan",India,False,0.59,105,60,True,0,3,1,17.7,0,0
CAND_0025293,,0,0,3,P25:3|P26:3,,Data Scientist,Mad Street Den,6.4,"Noida, Uttar Pradesh",India,False,0.79,88,120,False,0,2,0,38.0,0,0
CAND_0025335,,0,0,3,P26:3|P26:3,,Data Scientist,PolicyBazaar,6.6,"Delhi, Delhi",India,True,0.39,54,45,True,0,2,0,39.0,0,0
CAND_0025640,,0,0,3,P22:3|P26:3,,AI Research Engineer,HCL,5.6,"Jaipur, Rajasthan",India,False,0.87,38,30,True,0,2,0,33.0,0,0
CAND_0025663,,0,0,3,P26:3|P25:3|P22:3,,Computer Vision Engineer,Razorpay,6.4,"Chennai, Tamil Nadu",India,False,0.65,76,120,False,0,3,0,25.3,0,0
CAND_0025882,,0,0,3,P23:2|P22:3|P22:3,,Senior Software Engineer (ML),Freshworks,5.6,"Chennai, Tamil Nadu",India,True,0.79,31,45,True,0,3,1,22.0,0,0
CAND_0025923,,0,0,3,P26:3|P21:3,,Senior Software Engineer (ML),HCL,5.0,"Kolkata, West Bengal",India,True,0.84,53,30,False,0,2,0,29.5,0,0
CAND_0025939,,0,0,3,P24:3|P22:3,,Data Scientist,PolicyBazaar,4.4,"Kochi, Kerala",India,False,0.58,16,90,False,0,2,0,26.0,0,0
CAND_0025971,,0,0,3,P25:3|P24:3,,Junior ML Engineer,Mad Street Den,5.4,New York,USA,False,0.34,110,120,False,0,2,0,32.0,0,0
CAND_0026362,,0,0,3,P22:3|P24:3,,Data Scientist,PhonePe,5.0,"Gurgaon, Haryana",India,False,0.4,24,45,True,0,2,1,29.5,0,0
CAND_0026410,,0,0,3,P22:3|P24:3,,Computer Vision Engineer,Aganitha,3.2,Seattle,USA,False,0.41,22,60,False,0,2,1,19.0,0,0
CAND_0026424,,0,0,3,P25:3|P26:3|P24:3,,Senior Software Engineer (ML),Razorpay,5.6,San Francisco,USA,True,0.38,106,90,True,0,3,1,22.0,0,0
CAND_0026532,,0,0,4,P29:4|P31:4,,Recommendation Systems Engineer,Zomato,4.8,"Chennai, Tamil Nadu",India,True,0.52,74,90,True,0,2,0,28.0,0,0
CAND_0026610,,0,0,3,P23:2|P22:3|P23:2|P23:2,,Computer Vision Engineer,Vedantu,6.4,"Pune, Maharashtra",India,False,0.67,72,90,False,0,4,3,18.8,0,0
CAND_0026640,,0,0,3,P23:2|P22:3,,Computer Vision Engineer,Observe.AI,6.1,"Ahmedabad, Gujarat",India,True,0.3,22,90,True,0,2,0,36.0,0,0
CAND_0026716,,0,0,3,P25:3|P23:2|P22:3,,Computer Vision Engineer,PharmEasy,5.6,"Trivandrum, Kerala",India,True,0.82,33,60,True,0,3,1,22.0,0,0
CAND_0026855,,0,0,3,P21:3|P26:3,,Junior ML Engineer,Niramai,5.6,"Mumbai, Maharashtra",India,False,0.26,49,90,True,0,2,0,33.0,0,0
CAND_0026913,,0,0,3,P26:3,,AI Specialist,Ola,3.9,"Chandigarh, Chandigarh",India,True,0.87,107,60,True,0,1,0,46.0,0,0
CAND_0026942,,0,0,3,P26:3|P25:3,,Junior ML Engineer,Verloop.io,6.0,"Chandigarh, Chandigarh",India,True,0.84,15,30,True,0,2,1,36.0,0,0
CAND_0026993,,0,0,3,P26:3|P24:3,,ML Engineer,Mad Street Den,3.4,"Bhubaneswar, Odisha",India,False,0.6,17,90,False,0,2,0,20.0,0,0
CAND_0027218,,0,0,3,P21:3|P24:3|P24:3,,AI Research Engineer,Paytm,4.7,"Pune, Maharashtra",India,False,0.33,114,60,True,0,3,1,18.3,0,0
CAND_0027663,,0,0,3,P22:3|P25:3,,AI Specialist,Observe.AI,5.3,"Bangalore, Karnataka",India,False,0.44,53,90,False,0,2,0,31.5,0,0
CAND_0027691,35,0,0,4,P32:3|P29:4|P27:4,,NLP Engineer,Haptik,6.5,"Pune, Maharashtra",India,False,0.68,71,15,True,0,3,1,25.3,0,0
CAND_0027723,,0,0,3,P24:3|P22:3,,ML Engineer,Wysa,4.2,"Ahmedabad, Gujarat",India,True,0.38,94,30,True,0,2,0,25.0,0,0
CAND_0027801,92,0,0,4,P32:3|P29:4|P29:4,,NLP Engineer,InMobi,7.4,"Hyderabad, Telangana",India,False,0.65,59,120,True,0,3,0,29.0,0,0
CAND_0028108,,0,0,3,P23:2|P24:3,,Junior ML Engineer,Zoho,4.7,"Kochi, Kerala",India,False,0.31,99,30,False,0,2,1,28.0,0,0
CAND_0028287,,0,0,3,P21:3|P24:3,,Data Scientist,Unacademy,5.7,"Vizag, Andhra Pradesh",India,True,0.6,37,90,True,0,2,0,34.0,0,0
CAND_0028318,,0,0,3,P21:3|P24:3,,Data Scientist,Krutrim,6.4,"Coimbatore, Tamil Nadu",India,True,0.34,81,120,True,0,2,0,38.0,0,0
CAND_0028422,,0,0,3,P25:3|P22:3|P25:3,,Junior ML Engineer,Yellow.ai,5.5,"Chennai, Tamil Nadu",India,False,0.76,26,90,True,0,3,1,21.7,0,0
CAND_0028527,,0,0,3,P21:3|P22:3,,AI Specialist,Tech Mahindra,5.4,Austin,USA,True,0.9,16,90,True,0,2,0,32.0,0,0
CAND_0028647,,0,0,3,P24:3|P22:3|P24:3,,AI Specialist,Genpact AI,3.9,"Bhubaneswar, Odisha",India,True,0.4,75,60,True,0,3,1,15.3,0,0
CAND_0028793,,0,0,4,P29:4|P30:3|P28:4,,Search Engineer,Google,7.2,"Trivandrum, Kerala",India,True,0.57,58,120,True,0,3,1,28.3,0,0
